CaseID,tm_start,tm_finish,duration,QFLAG,weight,xacslang,xspanish,xvaccine,xideo,xparty7,urb_sub_rur,DeviceType,Browser,Q1,Q3,DOVQ4Order,Q4,Q5,Q7,DOVQ7aOrder,Q7a,Q7Text,DOVQ7bOrder,Q7ba,Q7bb,Q7bc,Q7bd,Q7be,Q7bf,Q7c,Q7z,Q8a,Q8b,Q8c,Q8d,Q8e,Q9,Q9a,DOVQ11Order,Q11,Q12,DOVQ13Order,Q13,Q14,Q20,us_born,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppt01,ppt25,ppt612,ppt1317,ppt18ov,ppwork,fips,ppp20071,TQ1,TQ3,TQ4,TQ5,TQ7,TQ7a,TQ7b,TQ7c,TQ7z,TQ8,TQ9,TQ9a,TQ11,TQ12,TQ13,TQ14,TQ20,speeder,refusers
269,2/26/2021 20:35:20,2/26/2021 20:38:16,176,1,1.1505,5,1,1,6,1,2,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,4,88,2,88,2,3,1,2,2,88,1,3,74,6,4,10,3,1,2,1,2,1,7,1,1,4,9,1,93,0,0,0,0,2,5,6077,2,34, , , , , , , , ,45,13, ,14,12,14, ,9,0,0
270,2/26/2021 20:35:32,2/26/2021 20:38:30,178,1,.1985,5,1,1,4,5,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,3,1,99,88,2,1,1,2,1,88,1,3,75,7,4,13,4,2,2,1,5,1,16,2,1,3,5,1,58,0,0,0,1,4,5,13135,2,21, , , , , , , , ,42,14, ,7,10,14, ,7,0,0
271,2/26/2021 20:36:04,2/26/2021 20:42:39,395,1,1.1299,5,1,1,6,1,2,8,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,2,2,2,2,2,88,4,88,1,3,2,2,2,3,1,3,61,5,4,9,2,1,2,1,2,1,14,1,1,4,8,2,86,0,0,0,0,2,1,4013,2,7,4, ,6,7, , ,12,18,19,262, ,7,5,8,8,10,0,0
272,2/26/2021 20:36:22,2/26/2021 20:38:42,140,1,.9241,5,1,1,5,3,3,10,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,4,2,1,1,1,1,88,3,88,2,1,1,2,1,2,1,3,69,6,4,12,4,1,2,1,3,1,13,1,1,2,4,1,41,0,0,0,0,3,2,27037,2,7,5, ,5,8, , ,10,16,16,10, ,6,8,10,9,7,0,0
273,2/26/2021 20:36:47,2/26/2021 20:40:18,211,1,1.6837,5,1,1,6,3,2,3,Safari iPhone,2,3,2,2,3,3,"_3,_4,_1,_5,_2,_6,refused",2, ,"a,b,c,f,e,d",1,4,4,1,1,4,88,1,2,4,4,4,88,3,88,1,3,5,1,2,2,1,3,53,4,3,5,1,1,1,1,3,1,9,1,1,3,7,1,73,0,0,0,0,3,6,40135,1,8,7,7,6,10,10,32, ,10,32,11, ,5,13,17,9,6,0,0
274,2/26/2021 20:36:51,2/26/2021 20:41:03,252,1,.5766,3,2,3,4,3,3,3,Safari iPhone,2,2, ,88,2,2,"_2,_1,_5,_3,_4,_6,refused",3, ,"c,d,f,b,a,e",4,4,3,2,2,4,88,1,3,3,3,3,3,2,88,2,3,4,1,1,2,1,2,43,3,2,10,3,4,2,1,4,1,14,1,1,3,5,1,59,0,0,0,1,3,2,12095,88,7,5, ,9,5,19,50, ,13,32,8, ,9,10,30,8,8,0,0
275,2/26/2021 20:37:01,2/26/2021 20:41:47,286,1,.2026,5,1,2,5,5,1,10,Edge,2,2, ,88,1,3,"_4,_1,_2,_5,_3,_6,refused",2, ,"d,e,a,c,b,f",3,3,3,3,3,3,88,7,3,3,3,4,5,3,88,2,3,4,2,2,2,1,3,67,6,4,10,3,2,1,1,3,1,12,1,1,3,6,1,63,0,0,0,0,3,4,1101,1,8,10, ,9,11,31,45, ,19,33,10, ,16,27,21,10,9,0,0
276,2/26/2021 20:36:55,2/26/2021 20:40:21,206,1,1.1054,5,1,1,5,1,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,2,88,3,88,2,1,2,1,1,88,1,3,70,6,4,12,4,1,1,1,2,1,17,1,0,2,4,1,43,0,0,0,0,2,1,29217,2,14, , , , , , , , ,54,24, ,17,21,24, ,11,0,0
277,2/26/2021 20:37:17,2/26/2021 20:41:59,282,1,1.0824,5,1,1,5,3,1,3,Safari iPhone,2,3,1,2,1,4,"_4,_1,_2,_5,_3,_6,refused",1, ,"f,d,b,a,c,e",3,3,3,2,2,3,88,2,4,4,4,3,88,3,88,1,3,3,1,2,1,1,3,61,5,4,10,3,1,2,1,1,1,17,1,1,2,4,1,45,0,0,0,0,1,1,46099,2,9,8,11,9,9,21,53, ,17,47,13, ,13,12,16,9,9,0,0
278,2/26/2021 20:37:29,2/26/2021 20:41:33,244,1,1.5359,5,1,1,4,3,1,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,2,2,2,88,3,88,1,1,1,1,2,88,3,3,71,6,4,13,4,1,1,1,1,1,12,2,1,4,8,1,87,0,0,0,0,1,1,49011,2,14, , , , , , , , ,49,21, ,19,15,32, ,29,0,0
279,2/26/2021 20:38:18,2/26/2021 20:41:29,191,1,1.7199,5,1,1,4,3,2,8,Chrome,2,4, ,88,3,4,"_1,_2,_3,_5,_4,_6,refused",6,Lack of trust,"a,d,e,c,b,f",2,4,3,2,2,4,88,1,1,4,3,5,88,2,88,1,3,3,2,2,1,1,3,46,4,3,10,3,1,2,0,3,1,11,1,1,3,6,2,63,0,0,0,1,2,6,1117,88,11,6, ,6,6,21,53, ,4,17,7, ,8,8,12,8,5,0,0
280,2/26/2021 20:38:34,2/26/2021 20:42:26,232,1,.3023,2,1,3,4,3,3,8,Chrome,2,3,1,1,2,4,"_4,_3,_5,_1,_2,_6,refused",1, ,"c,e,d,b,a,f",2,3,4,1,2,3,88,1,1,3,3,2,4,2,88,2,3,4,1,1,3,1,2,34,2,2,10,3,4,2,1,4,1,13,1,1,3,5,1,59,0,1,1,0,2,7,12101,1,7,6,13,7,8,16,36, ,16,28,7, ,11,14,18,12,7,0,0
281,2/26/2021 20:38:42,2/26/2021 20:45:28,406,1,1.5279,2,2,3,2,6,1,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,4,7,1,1,1,2,2,1,88,2,1,1,1,1,2,1,2,24,1,1,9,2,4,2,1,2,3,9,5,1,3,7,2,74,0,0,0,0,2,4,48141,1,14,10, ,14,13, , ,30,21,52,15, ,19,33,57,27,13,0,0
282,2/26/2021 20:39:09,2/26/2021 20:43:27,258,1,1.3457,5,1,1,7,1,2,3,Safari iPhone,2,4, ,88,2,4,"_1,_3,_2,_4,_5,_6,refused",6,Want to see that helps first,"a,f,b,e,d,c",2,4,4,2,2,4,88,1,3,3,4,3,88,5,3,1,3,3,2,2,3,1,3,56,5,3,11,3,1,2,1,2,1,13,1,1,3,5,1,59,0,0,0,0,2,1,12065,1,7,4, ,7,8,41,44, ,9,24,8,8,9,9,12,8,7,0,0
283,2/26/2021 20:38:53,2/26/2021 20:45:28,395,1,.2275,5,1,2,2,7,2,8,Chrome,2,4, ,88,3,4,"_4,_2,_1,_5,_3,_6,refused",3, ,"a,c,d,e,b,f",3,3,3,2,2,3,88,1,4,4,4,4,4,3,88,1,3,5,2,2,2,1,3,60,5,4,10,3,2,2,0,5,3,10,3,0,3,6,2,64,1,1,1,0,2,6,28083,1,15,8, ,21,16,31,49, ,23,46,24, ,15,13,18,20,6,0,0
284,2/26/2021 20:39:58,2/26/2021 20:43:15,197,1,1.0521,5,1,1,6,2,3,10,Edge,2,1, ,88,1,99, ,88, , ,88,88,88,88,88,88,88,7,2,2,2,2,88,2,88,1,1,1,1,1,3,1,3,73,6,4,10,3,1,1,1,2,2,13,1,1,1,1,1,16,0,0,0,0,2,5,9001,88,8,5, ,7,6, , , ,27,37,12, ,13,8,23,16,7,0,0
285,2/26/2021 20:40:20,2/26/2021 20:44:22,242,1,.8029,5,1,2,4,6,3,10,MSIE,2,4, ,88,1,3,"_4,_5,_1,_3,_2,_6,refused",3, ,"c,e,a,d,b,f",4,4,4,2,4,4,88,1,3,3,4,3,3,2,88,2,3,4,2,2,2,1,3,52,4,3,9,2,2,2,1,2,3,15,6,1,3,5,2,58,0,0,0,0,2,1,13067,1,7,5, ,8,13,12,60, ,12,27,8, ,31,7,12,9,6,0,0
286,2/26/2021 20:41:53,2/26/2021 20:51:39,586,1,.2438,5,1,2,4,7,1,3,Safari iPhone,2,4, ,88,3,4,"_2,_3,_4,_1,_5,_6,refused",2, ,"f,e,c,b,a,d",4,4,4,4,4,4,88,7,4,3,4,4,5,4,88,1,3,2,1,1,1,1,3,64,5,4,11,3,2,2,1,2,3,15,3,1,4,8,2,88,0,0,0,0,2,1,32003,88,12,10, ,10,12,26,100, ,34,60,35, ,20,69,58,67,11,0,0
287,2/26/2021 20:41:55,2/26/2021 20:44:34,159,1,.2114,2,1,3,2,7,1,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,3,3,88,1,3,4,2,2,88,1,2,71,6,4,11,3,4,1,0,3,2,14,1,1,3,7,2,72,0,1,0,0,2,1,22071,88,10, , , , , , , , ,47,12, ,16,17,19, ,7,0,0
289,2/26/2021 20:43:02,2/26/2021 20:47:41,279,1,.3752,2,2,3,5,3,3,10,Chrome,2,4, ,88,3,4,"_2,_1,_3,_4,_5,_6,refused",6,nunca me vacuno,"b,f,d,a,c,e",2,3,4,4,4,3,88,1,2,2,2,2,2,2,88,1,3,3,2,2,3,1,1,57,5,3,9,2,4,1,1,2,1,11,1,1,3,5,1,59,0,0,0,0,2,1,12105,2,7,7, ,10,16,29,45, ,11,44,12, ,9,14,25,9,10,0,0
290,2/26/2021 20:43:23,2/26/2021 20:50:24,421,1,1.0924,5,1,1,6,1,3,10,Firefox,2,3,2,1,1,3,"_3,_1,_2,_4,_5,_6,refused",6,Prefer the J & J single shot vax. And want to see what side effects will actually be published.,"a,b,f,e,c,d",2,2,4,1,1,3,88,1,2,3,3,4,88,2,88,2,3,3,2,2,1,1,3,73,6,4,13,4,1,1,1,2,1,19,1,1,3,7,1,74,0,0,0,0,2,5,48473,2,10,14,16,12,16,70,83, ,39,41,19, ,18,16,18,15,9,0,0
291,2/26/2021 20:43:27,2/26/2021 20:46:52,205,1,1.9661,5,1,1,4,6,1,3,Safari iPhone,2,4, ,88,2,4,"_4,_1,_2,_5,_3,_6,refused",1, ,"d,e,a,b,f,c",4,4,4,4,4,4,88,99,5,5,5,2,88,3,88,1,3,3,2,2,2,1,3,59,5,3,7,1,1,2,1,6,1,1,2,1,1,2,1,23,0,0,2,1,3,5,42069,2,8,4, ,6,8,22,28, ,13,26,8, ,10,10,34,7,4,0,0
292,2/26/2021 20:43:40,2/26/2021 20:45:21,101,1,1.2153,5,1,1,6,1,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,88,4,88,2,1,2,1,2,88,1,3,55,5,3,12,4,1,2,1,3,1,19,1,1,2,3,1,34,0,0,0,0,3,1,26163,1,7, , , , , , , , ,16,6, ,7,8,9, ,6,0,0
293,2/26/2021 20:44:04,2/26/2021 20:48:48,284,1,1.6813,5,1,1,6,3,1,10,MSIE,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,6,2,2,2,2,88,5,3,1,1,2,2,1,2,1,3,55,5,3,11,3,1,2,1,2,1,15,3,1,2,3,1,31,0,0,0,0,2,1,39023,2,16,6, ,10,10, , ,16,15,24,12,12,8,75,11,13,21,0,0
294,2/26/2021 20:44:31,2/26/2021 20:48:07,216,1,1.8137,5,1,1,3,6,3,4,Firefox,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,1,1,2,1,2,88,2,88,1,1,1,2,1,3,1,3,61,5,4,13,4,3,1,1,4,1,20,1,1,4,9,1,93,0,0,0,0,4,5,6037,88,12,4, ,5,5, , ,14,15,21,77, ,6,7,7,14,5,0,0
295,2/26/2021 20:44:23,2/26/2021 21:03:51,1168,1,.1944,5,1,2,4,7,1,8,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,4,2,1,2,2,2,2,3,88,2,3,2,1,1,3,1,3,56,5,3,12,4,2,2,1,1,1,14,5,1,3,7,1,71,0,0,0,0,1,1,5119,1,11,8, ,10,11, , ,22,20,52,18, ,11,20,26,18,11,0,0
296,2/26/2021 20:45:24,2/26/2021 20:48:37,193,1,1.1405,5,1,1,4,5,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,1,2,3,88,4,88,1,1,1,2,1,88,1,3,94,7,4,12,4,1,1,1,2,1,17,1,1,3,5,1,59,0,0,0,0,2,5,12101,2,9, , , , , , , , ,64,24, ,14,10,18, ,13,0,0
297,2/26/2021 20:46:12,2/26/2021 20:50:06,234,1,.4047,5,1,2,4,7,3,13,Chrome,2,4, ,88,3,3,"_1,_2,_3,_5,_4,_6,refused",2, ,"a,f,d,b,e,c",2,2,2,1,1,2,88,1,4,4,3,4,4,2,88,1,3,5,2,2,1,1,3,32,2,2,9,2,2,1,1,2,1,7,5,1,2,3,1,34,0,1,0,0,1,1,26163,88,7,10, ,12,11,17,30, ,12,50,6, ,16,8,10,11,10,0,0
298,2/26/2021 20:46:20,2/26/2021 20:48:37,137,1,.6497,3,2,3,4,6,1,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,2,2,5,2,1,1,1,2,2,88,4,2,43,3,2,10,3,4,1,0,4,4,17,1,1,4,9,2,93,0,0,1,1,2,1,6059,2,8, , , , , , , , ,31,11,11,9,8,20, ,13,0,0
299,2/26/2021 20:46:27,2/26/2021 20:50:06,219,1,1.1021,5,1,1,6,2,2,7,Chrome,2,3,1,2,2,3,"_4,_3,_5,_1,_2,_6,refused",1, ,"b,d,a,f,c,e",1,4,4,1,2,4,88,1,4,4,3,5,88,3,88,2,3,2,2,2,2,1,3,64,5,4,9,2,1,2,1,2,1,15,1,0,3,5,1,56,0,0,0,0,2,5,37189,2,11,4,9,4,9,16,44, ,9,29,8, ,11,9,10,14,11,0,0
300,2/26/2021 20:46:39,2/26/2021 20:48:58,139,1,.6656,5,1,2,1,5,1,3,Safari iPhone,2,2, ,88,1,99, ,88, , ,88,88,88,88,88,88,88,1,1,2,2,2,1,1,88,1,1,1,2,2,1,1,3,32,2,2,9,2,2,1,1,1,3,12,5,1,2,4,2,42,0,0,0,0,1,6,19153,1,9,5, ,13, , , , ,10,20,5, ,17,26,6,3,2,0,0
301,2/26/2021 20:46:50,2/26/2021 20:52:50,360,1,3.7309,5,1,1,4,5,1,8,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,2,1,1,2,2,2,88,2,88,1,1,2,1,1,4,3,3,22,1,1,12,4,3,2,0,4,1,16,5,1,2,3,1,33,0,0,0,1,3,7,17031,1,9,3, ,19,12, , ,8,11,63,8, ,35,6,9,36,122,0,0
302,2/26/2021 20:43:25,2/26/2021 20:50:36,431,1,1.0123,5,1,1,6,1,2,10,Firefox,2,5, ,88,3,88, ,88, , ,88,88,88,88,88,88,88,88,2,4,4,3,88,3,88,1,3,5,1,2,2,1,3,61,5,4,12,4,1,2,1,1,1,6,1,1,3,7,1,72,0,0,0,0,1,5,22113,2,20,14, ,20, , , , , ,42,14, ,12,16,15,18,10,0,0
303,2/26/2021 20:46:51,2/26/2021 20:51:10,259,1,1.356,5,1,1,6,1,2,13,Chrome,2,4, ,88,1,4,"_5,_1,_2,_4,_3,_6,refused",6,"See if safe and which strains works on, and how long lasts","a,f,c,e,d,b",4,4,4,3,4,4,88,2,4,4,4,5,88,3,88,1,3,4,1,2,2,1,3,55,5,3,9,2,1,2,1,2,1,12,1,0,1,2,1,23,0,0,0,0,2,5,42111,1,22,7, ,7,8,42,40, ,11,20,9, ,11,12,14,9,6,0,0
304,2/26/2021 20:46:59,2/26/2021 20:51:15,256,1,1.1405,5,1,1,6,7,2,3,Safari iPhone,2,1, ,88,3,1, ,88, , ,88,88,88,88,88,88,1,2,1,1,1,1,88,99,88,1,1,2,2,1,3,1,3,60,5,4,12,4,1,1,1,2,1,17,1,1,3,6,1,61,0,0,0,0,2,2,21113,1,16,5, ,20,14, , ,17,15,31,5, ,15,13,21,21,17,0,0
305,2/26/2021 20:47:26,2/26/2021 21:04:49,1043,1,.2509,5,1,2,1,7,1,10,Edge,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,1,2,2,2,5,3,2,88,1,1,2,2,2,3,1,3,63,5,4,11,3,2,1,0,1,2,13,1,1,1,1,1,14,0,0,0,0,1,1,25025,88,7,9, ,28,9, , ,30,23,29,20, ,613,30,203,11,7,0,0
306,2/26/2021 20:48:01,2/26/2021 21:42:50,3289,1,.6982,3,2,1,4,3,3,7,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,2,1,88,2,1,1,1,1,88,1,2,45,4,3,8,1,4,1,0,4,1,7,1,1,3,7,1,74,0,1,1,0,2,1,48201,1,11, , , , , , , , ,50,31, ,21,16,37, ,16,0,0
307,2/26/2021 20:48:25,2/26/2021 20:52:42,257,1,.7045,1,2,3,3,6,1,3,Safari iPhone,2,2, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,1,3,2,3,3,2,2,88,2,1,3,1,1,3,1,2,58,5,3,4,1,4,2,0,4,1,13,1,1,4,8,1,84,0,0,0,0,4,1,8031,2,17,11, ,9,17, , ,20,8,53,12, ,16,19,10,15,11,0,0
308,2/26/2021 20:49:07,2/26/2021 20:50:37,90,1,1.0924,5,1,1,4,5,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,88,3,88,1,1,1,1,1,88,5,3,71,6,4,13,4,1,1,1,2,1,18,1,1,3,5,1,58,0,0,0,0,2,5,13077,2,5, , , , , , , , ,21,10, ,7,8,11, ,11,0,0
309,2/26/2021 20:49:13,2/26/2021 21:00:15,662,1,.5627,5,1,2,6,6,1,8,Chrome,2,2, ,88,2,2,"_1,_2,_5,_4,_3,_6,refused",3, ,"c,e,a,d,b,f",2,2,3,2,3,2,88,7,3,3,3,4,3,3,88,2,3,3,1,1,3,1,3,45,4,3,9,2,2,2,1,4,1,12,6,1,3,7,1,72,0,0,1,0,3,1,22017,2,18,12, ,12,20,22,70, ,24,161,108, ,19,16,24,73,11,0,0
310,2/26/2021 20:50:20,2/26/2021 20:52:33,133,1,1.1293,5,1,1,4,5,3,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,1,2,2,3,88,2,88,2,1,1,2,1,3,3,3,28,2,1,13,4,1,1,1,2,2,15,1,1,2,3,2,31,0,0,0,0,2,1,39049,88,9,4, ,5,7, , ,11,10,15,5, ,8,10,8,9,8,0,0
311,2/26/2021 20:50:19,2/26/2021 20:52:33,134,1,1.555,5,1,1,4,7,3,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,88,2,88,1,1,1,1,1,88,1,3,83,7,4,9,2,1,2,1,2,2,8,1,0,4,8,2,83,0,0,0,0,2,5,56013,2,14, , , , , , , , ,28,13, ,14,10,16, ,9,0,0
312,2/26/2021 20:50:33,2/26/2021 20:52:12,99,1,1.6466,5,1,1,2,7,1,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,88,3,88,2,1,1,1,1,88,1,3,45,4,3,12,4,1,1,1,1,2,18,5,1,4,9,1,93,0,0,0,0,1,1,6037,2,11, , , , , , , , ,18,6, ,7,7,10, ,5,0,0
313,2/26/2021 20:50:56,2/26/2021 20:54:50,234,1,.5016,2,1,3,4,6,1,8,Chrome,2,3,2,1,2,2,"_3,_5,_2,_4,_1,_6,refused",5, ,"a,f,e,c,b,d",2,2,2,2,2,2,88,1,3,3,3,3,3,4,88,2,1,1,1,2,1,4,2,42,3,2,10,3,4,1,0,4,3,10,3,1,1,2,2,21,0,0,0,0,4,1,36005,2,9,5,11,13,12,13,23, ,20,19,15, ,21,12,22,11,13,0,0
314,2/26/2021 20:40:19,2/26/2021 20:53:04,765,1,1.3036,5,1,1,5,2,3,3,Safari iPhone,2,4, ,88,2,4,"_5,_3,_1,_4,_2,_6,refused",2, ,"c,b,d,f,e,a",3,3,3,3,3,3,88,1,3,3,4,3,88,2,88,2,99,4,2,2,2,1,3,41,3,2,12,4,1,1,1,2,1,14,1,1,3,5,1,56,0,0,0,0,2,1,37129,88,5,4, ,4,10,6,16, ,9,10,19, ,10,4,5,5,5,0,0
315,2/26/2021 20:51:25,2/26/2021 20:53:17,112,1,.1568,5,1,2,4,6,1,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,1,3,3,88,1,3,4,2,1,88,1,3,45,4,3,12,4,2,2,1,3,1,10,6,1,3,7,2,71,0,0,0,1,2,1,5045,1,9, , , , , , , , ,33,9, ,10,10,12, ,8,0,0
317,2/26/2021 20:51:23,2/26/2021 20:56:23,300,1,.2026,5,1,2,4,7,2,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,4,2,2,88,2,1,2,2,1,88,1,3,68,6,4,11,3,2,1,0,2,1,13,1,1,3,5,1,59,0,0,0,0,2,1,12001,1,40, , , , , , , , ,74,14, ,40,11,48, ,16,0,0
318,2/26/2021 20:52:37,2/26/2021 20:55:37,180,1,1.4881,5,1,1,4,4,3,10,Firefox,2,2, ,88,2,4,"_4,_2,_5,_3,_1,_6,refused",1, ,"e,a,c,d,f,b",4,4,4,4,4,4,88,1,5,5,5,5,88,2,88,1,3,5,2,2,4,1,3,41,3,2,14,4,1,2,1,1,1,21,1,1,3,5,1,58,0,0,0,0,1,1,13121,99,5,5, ,7,7,8,27, ,14,18,5, ,8,11,30,8,8,0,0
319,2/26/2021 20:52:06,2/26/2021 20:54:38,152,1,1.4682,5,1,1,6,2,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,2,88,4,88,1,1,1,1,2,88,1,3,84,7,4,10,3,1,1,1,2,1,11,1,1,3,7,1,74,0,0,0,0,2,5,48085,1,8, , , , , , , , ,29,8, ,12,12,16, ,10,0,0
320,2/26/2021 20:54:26,2/26/2021 20:57:50,204,1,.2336,5,1,2,4,7,3,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,2,2,1,1,1,2,4,2,88,2,1,1,2,1,3,1,3,58,5,3,12,4,2,2,1,2,1,20,1,1,2,3,1,32,0,0,0,0,2,1,18141,1,6,7, ,9,5, , ,57,10,30,8, ,5,7,10,12,10,0,0
321,2/26/2021 20:55:06,2/26/2021 20:57:29,143,1,.1757,5,1,2,4,5,1,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,2,1,88,2,1,1,1,1,88,1,3,67,6,4,10,3,2,1,1,1,2,12,3,0,3,5,1,58,0,0,0,0,1,5,13009,1,9, , , , , , , , ,50,8, ,11,10,14, ,10,0,0
322,2/26/2021 20:55:17,2/26/2021 21:01:18,361,1,1.5947,5,1,1,4,3,3,10,Chrome,2,3,2,1,2,2,"_1,_4,_3,_5,_2,_6,refused",4, ,"e,d,f,a,c,b",2,2,3,2,2,2,88,2,2,3,2,4,88,3,88,2,1,2,1,2,3,1,3,22,1,1,12,4,1,1,0,4,1,13,5,1,1,1,1,14,0,0,0,0,4,4,25001,2,9,3,4,3,9,6,30, ,13,89,61, ,42,5,7,10,46,0,0
323,2/26/2021 20:54:59,2/26/2021 20:57:23,144,1,1.2868,5,1,1,5,1,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,88,3,88,2,3,2,1,2,88,1,3,66,6,4,12,4,1,2,1,1,1,5,2,1,1,2,1,22,0,0,0,0,1,1,34005,2,8, , , , , , , , ,28,10, ,9,12,17, ,9,0,0
324,2/26/2021 20:55:44,2/26/2021 20:58:47,183,1,.2234,5,1,2,2,7,1,3,Safari iPhone,2,1, ,88,2,3,"_5,_4,_1,_2,_3,_6,refused",1, ,"c,f,e,d,b,a",2,2,2,2,2,2,88,1,2,3,3,2,4,2,88,1,1,1,2,99,2,1,3,25,2,1,12,4,2,2,1,1,3,7,5,1,3,5,2,56,0,0,0,0,1,1,37063,2,11,5, ,5,10,13,37, ,10,37,6, ,6,8,1,11,6,0,0
325,2/26/2021 20:57:52,2/26/2021 20:59:25,93,1,.1966,2,1,3,2,6,1,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,3,2,4,88,1,1,2,2,1,88,1,1,54,4,3,13,4,4,1,1,5,1,14,1,1,3,7,1,74,0,0,1,1,3,1,48141,2,8, , , , , , , , ,23,7, ,6,10,8, ,11,0,0
326,2/26/2021 20:58:14,2/26/2021 21:02:32,258,1,.2221,5,1,2,3,6,1,8,Chrome,2,2, ,88,3,4,"_5,_1,_2,_3,_4,_6,refused",2, ,"c,f,e,d,a,b",4,4,4,4,4,4,88,4,5,5,5,5,5,3,88,2,3,5,1,2,1,1,3,60,5,4,10,3,2,1,0,1,1,9,5,1,3,5,2,52,0,0,0,0,1,1,24510,2,7,5, ,11,12,35,33, ,23,25,11, ,17,13,17,15,6,0,0
327,2/26/2021 20:58:43,2/26/2021 21:00:27,104,1,1.1488,5,1,1,5,6,3,10,Firefox,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,1,88,2,88,1,1,1,1,1,88,1,3,66,6,4,10,3,1,1,1,2,1,13,1,1,3,7,1,74,0,0,0,0,2,5,48167,1,9, , , , , , , , ,23,13, ,8,8,9, ,8,0,0
328,2/26/2021 20:59:39,2/26/2021 21:02:40,181,1,.2912,5,1,2,4,6,1,10,Edge,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,99,1,2,2,2,3,4,1,88,2,1,2,2,1,2,1,3,68,6,4,10,3,2,1,1,2,1,16,1,1,2,4,1,46,0,0,0,0,2,2,31055,1,10,5, ,7,7, , ,26,14,40,6, ,10,9,13,7,6,0,0
329,2/26/2021 21:00:36,2/26/2021 21:06:09,333,1,.5777,3,2,3,4,6,1,1,Safari iPad,2,1, ,88,3,1, ,88, , ,88,88,88,88,88,88,4,1,3,3,4,4,4,4,88,1,1,2,2,1,1,1,2,56,5,3,4,1,4,1,0,4,4,7,1,1,4,9,1,93,0,0,0,0,4,6,6025,88,12,6, ,12,13, , ,23,91,48,13, ,10,11,45,10,8,0,0
330,2/26/2021 21:01:01,2/26/2021 21:04:11,190,1,1.6562,5,1,1,6,1,3,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,88,2,88,1,1,1,2,2,88,1,3,76,7,4,12,4,1,1,1,5,1,17,2,1,4,9,1,93,0,0,1,1,3,5,6013,2,13, , , , , , , , ,39,21, ,17,13,27, ,16,0,0
331,2/26/2021 21:01:15,2/26/2021 21:03:53,158,1,1.3944,5,1,1,6,4,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,2,88,3,88,2,1,1,1,2,88,1,3,78,7,4,10,3,1,1,1,1,1,9,1,1,2,4,1,42,0,0,0,0,1,5,19153,88,11, , , , , , , , ,27,12, ,14,9,25, ,18,0,0
